year,round,raceId,constructorId,statusId,points
2010,5,Spanish Grand Prix,sauber,Collision,0.0
2010,5,Spanish Grand Prix,toro_rosso,+1 Lap,1.0
2010,5,Spanish Grand Prix,toro_rosso,Hydraulics,0.0
2010,5,Spanish Grand Prix,virgin,+3 Laps,0.0
2010,5,Spanish Grand Prix,virgin,+4 Laps,0.0
2010,5,Spanish Grand Prix,williams,+1 Lap,2.0
2010,5,Spanish Grand Prix,williams,+2 Laps,0.0
2010,6,Monaco Grand Prix,ferrari,Finished,20.0
2010,6,Monaco Grand Prix,force_india,Finished,6.0
2010,6,Monaco Grand Prix,hrt,Collision,0.0
2010,6,Monaco Grand Prix,hrt,Hydraulics,0.0
2010,6,Monaco Grand Prix,lotus_racing,Collision,0.0
2010,6,Monaco Grand Prix,lotus_racing,Steering,0.0
2010,6,Monaco Grand Prix,mclaren,Engine,0.0
2010,6,Monaco Grand Prix,mclaren,Finished,10.0
2010,6,Monaco Grand Prix,mercedes,Finished,6.0
2010,6,Monaco Grand Prix,red_bull,Finished,43.0
2010,6,Monaco Grand Prix,renault,Brakes,0.0
2010,6,Monaco Grand Prix,renault,Finished,15.0
2010,6,Monaco Grand Prix,sauber,Gearbox,0.0
2010,6,Monaco Grand Prix,sauber,Hydraulics,0.0
2010,6,Monaco Grand Prix,toro_rosso,Finished,1.0
2010,6,Monaco Grand Prix,virgin,Track rod,0.0
2010,6,Monaco Grand Prix,virgin,Wheel,0.0
2010,6,Monaco Grand Prix,williams,Front wing,0.0
2010,6,Monaco Grand Prix,williams,Suspension,0.0
2010,7,Turkish Grand Prix,ferrari,Finished,10.0
2010,7,Turkish Grand Prix,force_india,+1 Lap,0.0
2010,7,Turkish Grand Prix,force_india,Finished,2.0
2010,7,Turkish Grand Prix,hrt,Fuel pressure,0.0
2010,7,Turkish Grand Prix,hrt,Fuel pump,0.0
2010,7,Turkish Grand Prix,lotus_racing,Hydraulics,0.0
2010,7,Turkish Grand Prix,mclaren,Finished,43.0
2010,7,Turkish Grand Prix,mercedes,Finished,22.0
2010,7,Turkish Grand Prix,red_bull,Collision,0.0
2010,7,Turkish Grand Prix,red_bull,Finished,15.0
2010,7,Turkish Grand Prix,renault,+1 Lap,0.0
2010,7,Turkish Grand Prix,renault,Finished,8.0
2010,7,Turkish Grand Prix,sauber,Finished,1.0
2010,7,Turkish Grand Prix,toro_rosso,+1 Lap,0.0
2010,7,Turkish Grand Prix,toro_rosso,Finished,0.0
2010,7,Turkish Grand Prix,virgin,+3 Laps,0.0
2010,7,Turkish Grand Prix,williams,+1 Lap,0.0
2010,8,Canadian Grand Prix,ferrari,+1 Lap,0.0
2010,8,Canadian Grand Prix,ferrari,Finished,15.0
2010,8,Canadian Grand Prix,force_india,+1 Lap,3.0
2010,8,Canadian Grand Prix,hrt,+4 Laps,0.0
2010,8,Canadian Grand Prix,hrt,Hydraulics,0.0
2010,8,Canadian Grand Prix,lotus_racing,+2 Laps,0.0
2010,8,Canadian Grand Prix,lotus_racing,Brakes,0.0
2010,8,Canadian Grand Prix,mclaren,Finished,43.0
2010,8,Canadian Grand Prix,mercedes,+1 Lap,0.0
2010,8,Canadian Grand Prix,mercedes,Finished,8.0
2010,8,Canadian Grand Prix,red_bull,Finished,22.0
2010,8,Canadian Grand Prix,renault,+2 Laps,0.0
2010,8,Canadian Grand Prix,renault,Finished,6.0
2010,8,Canadian Grand Prix,sauber,Accident,0.0
2010,8,Canadian Grand Prix,sauber,Engine,0.0
2010,8,Canadian Grand Prix,toro_rosso,+1 Lap,4.0
2010,8,Canadian Grand Prix,virgin,+5 Laps,0.0
2010,8,Canadian Grand Prix,virgin,Mechanical,0.0
2010,8,Canadian Grand Prix,williams,+1 Lap,0.0
2010,9,European Grand Prix,ferrari,Finished,4.0
2010,9,European Grand Prix,force_india,Finished,8.0
2010,9,European Grand Prix,hrt,+2 Laps,0.0
2010,9,European Grand Prix,lotus_racing,+4 Laps,0.0
2010,9,European Grand Prix,lotus_racing,Collision,0.0
2010,9,European Grand Prix,mclaren,Finished,33.0
2010,9,European Grand Prix,mercedes,Finished,1.0
2010,9,European Grand Prix,red_bull,Collision,0.0
2010,9,European Grand Prix,red_bull,Finished,25.0
2010,9,European Grand Prix,renault,Finished,10.0
2010,9,European Grand Prix,sauber,Finished,6.0
2010,9,European Grand Prix,toro_rosso,Finished,2.0
2010,9,European Grand Prix,virgin,+1 Lap,0.0
2010,9,European Grand Prix,virgin,+2 Laps,0.0
2010,9,European Grand Prix,williams,Exhaust,0.0
2010,9,European Grand Prix,williams,Finished,12.0
2010,10,British Grand Prix,ferrari,Finished,0.0
2010,10,British Grand Prix,force_india,Finished,4.0
2010,10,British Grand Prix,hrt,+2 Laps,0.0
2010,10,British Grand Prix,lotus_racing,+1 Lap,0.0
2010,10,British Grand Prix,mclaren,Finished,30.0
2010,10,British Grand Prix,mercedes,Finished,17.0
2010,10,British Grand Prix,red_bull,Finished,31.0
2010,10,British Grand Prix,renault,Driveshaft,0.0
2010,10,British Grand Prix,renault,Finished,0.0
2010,10,British Grand Prix,sauber,Collision,0.0
2010,10,British Grand Prix,sauber,Finished,8.0
2010,10,British Grand Prix,toro_rosso,Brakes,0.0
2010,10,British Grand Prix,toro_rosso,Finished,0.0
2010,10,British Grand Prix,virgin,+2 Laps,0.0
2010,10,British Grand Prix,virgin,Hydraulics,0.0
2010,10,British Grand Prix,williams,Finished,11.0
2010,11,German Grand Prix,ferrari,Finished,43.0
2010,11,German Grand Prix,force_india,+2 Laps,0.0
2010,11,German Grand Prix,hrt,+4 Laps,0.0
2010,11,German Grand Prix,hrt,Engine,0.0
2010,11,German Grand Prix,lotus_racing,Collision,0.0
2010,11,German Grand Prix,lotus_racing,Gearbox,0.0
2010,11,German Grand Prix,mclaren,Finished,22.0
2010,11,German Grand Prix,mercedes,+1 Lap,6.0
2010,11,German Grand Prix,red_bull,Finished,23.0
2010,11,German Grand Prix,renault,+1 Lap,7.0
2010,11,German Grand Prix,sauber,+1 Lap,0.0
2010,11,German Grand Prix,toro_rosso,+1 Lap,0.0
2010,11,German Grand Prix,toro_rosso,Collision,0.0
2010,11,German Grand Prix,virgin,+3 Laps,0.0
2010,11,German Grand Prix,virgin,Gearbox,0.0
2010,11,German Grand Prix,williams,+1 Lap,0.0
2010,12,Hungarian Grand Prix,ferrari,Finished,30.0
2010,12,Hungarian Grand Prix,force_india,+1 Lap,0.0
2010,12,Hungarian Grand Prix,force_india,Collision,0.0
2010,12,Hungarian Grand Prix,hrt,+3 Laps,0.0
2010,12,Hungarian Grand Prix,hrt,+4 Laps,0.0
2010,12,Hungarian Grand Prix,lotus_racing,+3 Laps,0.0
2010,12,Hungarian Grand Prix,mclaren,+1 Lap,4.0
2010,12,Hungarian Grand Prix,mclaren,Gearbox,0.0
2010,12,Hungarian Grand Prix,mercedes,+1 Lap,0.0
2010,12,Hungarian Grand Prix,mercedes,Wheel,0.0
2010,12,Hungarian Grand Prix,red_bull,Finished,40.0
2010,12,Hungarian Grand Prix,renault,Finished,10.0
2010,12,Hungarian Grand Prix,renault,Retired,0.0
2010,12,Hungarian Grand Prix,sauber,+1 Lap,8.0
2010,12,Hungarian Grand Prix,toro_rosso,+1 Lap,0.0
2010,12,Hungarian Grand Prix,toro_rosso,Engine,0.0
2010,12,Hungarian Grand Prix,virgin,+3 Laps,0.0
2010,12,Hungarian Grand Prix,virgin,+4 Laps,0.0
2010,12,Hungarian Grand Prix,williams,+1 Lap,1.0
2010,12,Hungarian Grand Prix,williams,Finished,8.0
2010,13,Belgian Grand Prix,ferrari,Accident,0.0
2010,13,Belgian Grand Prix,ferrari,Finished,12.0
2010,13,Belgian Grand Prix,force_india,Finished,11.0
2010,13,Belgian Grand Prix,hrt,+2 Laps,0.0
2010,13,Belgian Grand Prix,hrt,Retired,0.0
2010,13,Belgian Grand Prix,lotus_racing,+1 Lap,0.0
2010,13,Belgian Grand Prix,mclaren,Collision,0.0
2010,13,Belgian Grand Prix,mclaren,Finished,25.0
2010,13,Belgian Grand Prix,mercedes,Finished,14.0
2010,13,Belgian Grand Prix,red_bull,+1 Lap,0.0
2010,13,Belgian Grand Prix,red_bull,Finished,18.0
2010,13,Belgian Grand Prix,renault,Finished,17.0
2010,13,Belgian Grand Prix,sauber,Finished,4.0
2010,13,Belgian Grand Prix,toro_rosso,Finished,0.0
2010,13,Belgian Grand Prix,virgin,+1 Lap,0.0
2010,13,Belgian Grand Prix,williams,+1 Lap,0.0
2010,13,Belgian Grand Prix,williams,Collision,0.0
2010,14,Italian Grand Prix,ferrari,Finished,40.0
2010,14,Italian Grand Prix,force_india,+1 Lap,0.0
2010,14,Italian Grand Prix,force_india,Finished,0.0
2010,14,Italian Grand Prix,hrt,+2 Laps,0.0
2010,14,Italian Grand Prix,hrt,Retired,0.0
2010,14,Italian Grand Prix,lotus_racing,+2 Laps,0.0
2010,14,Italian Grand Prix,lotus_racing,Engine,0.0
2010,14,Italian Grand Prix,mclaren,Collision,0.0
2010,14,Italian Grand Prix,mclaren,Finished,18.0
2010,14,Italian Grand Prix,mercedes,Finished,12.0
2010,14,Italian Grand Prix,red_bull,Finished,20.0
2010,14,Italian Grand Prix,renault,Finished,4.0
2010,14,Italian Grand Prix,sauber,+1 Lap,0.0
2010,14,Italian Grand Prix,sauber,Gearbox,0.0
2010,14,Italian Grand Prix,toro_rosso,+1 Lap,0.0
